,ffcollection,Brand,Short_descr,Price,avSizes,img
8821,New Season,Stuart Weitzman,Sue 75mm pointed toe pumps ,$422,See all sizes,https://cdn-images.farfetch-contents.com/17/85/21/25/17852125_37711957_480.jpg
8822,New Season,Tommy Hilfiger,Elevated Crest low-top sneakers,$159,See all sizes,https://cdn-images.farfetch-contents.com/17/68/97/39/17689739_37566396_480.jpg
8823,New Season,Sergio Rossi,Prince ankle-length boots,"$1,100",See all sizes,https://cdn-images.farfetch-contents.com/17/61/52/07/17615207_37727388_480.jpg
8824,New Season,Moschino,double-buckle flat sandals,$420,See all sizes,https://cdn-images.farfetch-contents.com/17/52/17/02/17521702_37692607_480.jpg
8825,New Season,Scarosso,Bruna chelsea boots,$375,See all sizes,https://cdn-images.farfetch-contents.com/14/73/67/32/14736732_35728446_480.jpg
8826,,Philipp Plein,tie-dye print thigh high boots,"$10,075",See all sizes,https://cdn-images.farfetch-contents.com/16/61/17/93/16611793_34072010_480.jpg
8827,Positively Conscious,UGG,Fuzz Sugar crossover strap sandals ,$140,See all sizes,https://cdn-images.farfetch-contents.com/17/66/80/87/17668087_36932860_480.jpg
8828,New Season,Salvatore Ferragamo,Nyx 30 patent leather loafers,$789,See all sizes,https://cdn-images.farfetch-contents.com/17/61/93/81/17619381_37667082_480.jpg
8829,New Season,Dolce & Gabbana,logo-plaque pointed-toe pumps,$995,See all sizes,https://cdn-images.farfetch-contents.com/17/88/90/72/17889072_37697011_480.jpg
8830,,Diesel,S-Serendipity low-top sneakers,$175,See all sizes,https://cdn-images.farfetch-contents.com/16/68/02/00/16680200_33721451_480.jpg
8831,,Tod's,penny slot loafers,$589,See all sizes,https://cdn-images.farfetch-contents.com/16/61/98/28/16619828_32492969_480.jpg
8832,,UGG,fur-design sandals,$131,See all sizes,https://cdn-images.farfetch-contents.com/17/69/50/83/17695083_37018665_480.jpg
8833,New Season,Stuart Weitzman,Sue pointed-toe slingback pumps,$422,See all sizes,https://cdn-images.farfetch-contents.com/17/85/08/62/17850862_37713640_480.jpg
8834,,Michael Michael Kors,Rina leather slip-on sandals,$170,See all sizes,https://cdn-images.farfetch-contents.com/16/54/65/58/16546558_32151297_480.jpg
8835,,Dolce & Gabbana,lace detail leather derby shoes,$795,See all sizes,https://cdn-images.farfetch-contents.com/11/26/19/80/11261980_6030751_480.jpg
8836,,Saint Laurent,patent-leather slingback pumps,$675,See all sizes,https://cdn-images.farfetch-contents.com/16/37/46/35/16374635_31547322_480.jpg
8837,New Season,Veronica Beard,Analita strappy heeled sandals,$368,See all sizes,https://cdn-images.farfetch-contents.com/17/87/78/66/17877866_37939303_480.jpg
8838,Positively Conscious,adidas,Superstar mule-style sneakers ,$101,See all sizes,https://cdn-images.farfetch-contents.com/16/76/12/33/16761233_33042981_480.jpg
8839,New Season,adidas,logo-patch low-top sneakers ,$214,See all sizes,https://cdn-images.farfetch-contents.com/17/92/61/25/17926125_37812218_480.jpg
8840,,Senso,Pica leather sandals,$200,See all sizes,https://cdn-images.farfetch-contents.com/17/56/63/45/17566345_37801661_480.jpg
8841,New Season,Senso,Naomi raffia mules,$200,See all sizes,https://cdn-images.farfetch-contents.com/17/56/63/93/17566393_37803283_480.jpg
8842,New Season,VEJA,V-10 Alveomesh sneakers,$156,See all sizes,https://cdn-images.farfetch-contents.com/17/90/06/80/17900680_37714251_480.jpg
8843,New Season,Alexander McQueen,Double-strap two-tone 50mm sandals,$590,See all sizes,https://cdn-images.farfetch-contents.com/17/92/55/17/17925517_37761474_480.jpg
8844,,Isabel Marant,Dicker ankle boots,$560,See all sizes,https://cdn-images.farfetch-contents.com/15/77/45/82/15774582_28882618_480.jpg
8845,New Season,Tod's,panelled low-top sneakers,$795,See all sizes,https://cdn-images.farfetch-contents.com/17/90/32/92/17903292_37758984_480.jpg
8846,New Season,Bottega Veneta,Lido maxi 90mm sandals,"$1,300",See all sizes,https://cdn-images.farfetch-contents.com/17/56/73/41/17567341_37784154_480.jpg
8847,,Senso,Kelly leather mules ,$200,See all sizes,https://cdn-images.farfetch-contents.com/17/63/01/82/17630182_37802393_480.jpg
8848,New Season,Birkenstock,Arizona double-strap sandals ,$97,See all sizes,https://cdn-images.farfetch-contents.com/17/90/07/12/17900712_37746522_480.jpg
8849,New Season,Gianvito Rossi,Metropolis glittered sandals,$734,See all sizes,https://cdn-images.farfetch-contents.com/17/78/02/70/17780270_37789457_480.jpg
8850,New Season,Moschino,logo-plaque ridged mules,$440,See all sizes,https://cdn-images.farfetch-contents.com/17/52/28/84/17522884_36407960_480.jpg
8851,New Season,Senso,Kelly leather mules,$200,See all sizes,https://cdn-images.farfetch-contents.com/17/61/37/31/17613731_37803295_480.jpg
8852,New Season,Arizona Love,Trekky platform bandana sandals,$175,See all sizes,https://cdn-images.farfetch-contents.com/17/91/88/98/17918898_37827084_480.jpg
8853,New Season,Missoni,zigzag-print wedge espadrilles,$433,See all sizes,https://cdn-images.farfetch-contents.com/17/65/51/70/17655170_37789873_480.jpg
8854,New Season,Maison Margiela,elasticated side-panel boots,"$1,169",See all sizes,https://cdn-images.farfetch-contents.com/17/88/59/50/17885950_37723180_480.jpg
8855,New Season,Senso,Bubbles leather sandals,$192,See all sizes,https://cdn-images.farfetch-contents.com/17/44/70/58/17447058_37801648_480.jpg
8856,New Season,Senso,Mara leather mules ,$192,See all sizes,https://cdn-images.farfetch-contents.com/17/59/80/07/17598007_37801671_480.jpg
8857,New Season,MM6 Maison Margiela,embossed logo slides,$175,See all sizes,https://cdn-images.farfetch-contents.com/17/88/59/77/17885977_37716492_480.jpg
8858,New Season,Senso,Laven leather sandals,$208,See all sizes,https://cdn-images.farfetch-contents.com/17/59/67/16/17596716_37803288_480.jpg
8859,New Season,Birkenstock,Arizona two-tone sandals ,$144,See all sizes,https://cdn-images.farfetch-contents.com/17/90/06/68/17900668_37745951_480.jpg
8860,New Season,Senso,Kelly leather mules,$200,See all sizes,https://cdn-images.farfetch-contents.com/17/62/39/84/17623984_37801681_480.jpg
8861,New Season,adidas by Stella McCartney,Ultraboost 22 sneakers,$252,See all sizes,https://cdn-images.farfetch-contents.com/17/92/51/96/17925196_37810569_480.jpg
8862,New Season,Paloma Barceló,Barbra platform sandals,$302,See all sizes,https://cdn-images.farfetch-contents.com/17/92/52/06/17925206_37812231_480.jpg
8863,New Season,Tod's,chain-link ballerina shoes,$755,See all sizes,https://cdn-images.farfetch-contents.com/17/87/86/93/17878693_37809264_480.jpg
8864,New Season,Studio Amelia,twisted leather mules,$398,See all sizes,https://cdn-images.farfetch-contents.com/17/69/77/22/17697722_37873791_480.jpg
8865,New Season,Studio Amelia,Filament square-toe sandals,$346,See all sizes,https://cdn-images.farfetch-contents.com/17/69/84/09/17698409_37875937_480.jpg
8866,New Season,VEJA,logo-patch low-top trainers,$130,See all sizes,https://cdn-images.farfetch-contents.com/17/86/35/56/17863556_37847847_480.jpg
8867,New Season,Stuart Weitzman,pointed leather pumps ,$421,See all sizes,https://cdn-images.farfetch-contents.com/17/85/69/80/17856980_37778626_480.jpg
8868,New Season,Castañer,Carina wedge-heel espadrilles,$116,See all sizes,https://cdn-images.farfetch-contents.com/16/27/82/25/16278225_31117184_480.jpg
8869,New Season,Nike,Air Zoom Pegasus 36 sneakers,$104,See all sizes,https://cdn-images.farfetch-contents.com/17/73/09/85/17730985_37218671_480.jpg
8870,,Diesel,leather high-top sneakers,$225,See all sizes,https://cdn-images.farfetch-contents.com/16/92/75/24/16927524_35685363_480.jpg
8871,,Bottega Veneta,stretch mesh pumps 90mm,"$1,020",See all sizes,https://cdn-images.farfetch-contents.com/15/54/51/01/15545101_27897063_480.jpg
8872,New Season,Bally,heeled leather pumps,$500,See all sizes,https://cdn-images.farfetch-contents.com/17/88/48/79/17884879_37695859_480.jpg
8873,,Tod's,logo-plaque leather boots,"$1,095",See all sizes,https://cdn-images.farfetch-contents.com/17/10/96/68/17109668_34747905_480.jpg
8874,New Season,Off-White,Allen square-toe ankle boots,"$1,420",See all sizes,https://cdn-images.farfetch-contents.com/17/59/04/85/17590485_37677626_480.jpg
8875,,Dee Ocleppo,metallic-effect leather ballerina shoes ,$424,See all sizes,https://cdn-images.farfetch-contents.com/17/52/10/86/17521086_36340945_480.jpg
8876,,Casadei,chain-trim leather sandals,$905,See all sizes,https://cdn-images.farfetch-contents.com/16/14/96/62/16149662_30697976_480.jpg
8877,,Chloé,Lauren lace-detail sneakers,$481,See all sizes,https://cdn-images.farfetch-contents.com/16/97/24/67/16972467_35634673_480.jpg
8878,,Castañer,Chiara wedge espadrilles,$134,See all sizes,https://cdn-images.farfetch-contents.com/16/73/21/77/16732177_32922367_480.jpg
8879,,George Cox,x 10 Corso Como D-ring embellished creepers,$486,See all sizes,https://cdn-images.farfetch-contents.com/17/60/01/82/17600182_36643803_480.jpg
8880,New Season,Valentino Garavani,Roman Stud flat sandals,$850,See all sizes,https://cdn-images.farfetch-contents.com/17/89/32/03/17893203_37690727_480.jpg
8881,New Season,Salvatore Ferragamo,logo-embossed chunky rain boots,$523,See all sizes,https://cdn-images.farfetch-contents.com/17/61/94/15/17619415_37668322_480.jpg
8882,,Philipp Plein,embossed-logo knee-high boots ,"$1,330",See all sizes,https://cdn-images.farfetch-contents.com/16/61/28/09/16612809_33199623_480.jpg
8883,Final Sale,Stella McCartney,block heel sandals,$895,See all sizes,https://cdn-images.farfetch-contents.com/16/03/98/01/16039801_30365684_480.jpg
8884,New Season,Balmain,monogram debossed ankle boots,"$1,350",See all sizes,https://cdn-images.farfetch-contents.com/17/23/92/13/17239213_36901806_480.jpg
8885,New Season,Ancient Greek Sandals,Ofis ankle-wrap sandals,$249,See all sizes,https://cdn-images.farfetch-contents.com/17/45/52/92/17455292_37023088_480.jpg
8886,,Jil Sander,sculpted-sole almond-toe ankle boots,"$1,081",See all sizes,https://cdn-images.farfetch-contents.com/17/09/60/98/17096098_34356344_480.jpg
8887,,Tod's,creased-effect 80mm mules,$734,See all sizes,https://cdn-images.farfetch-contents.com/16/15/64/76/16156476_30693218_480.jpg
8888,,Manolo Blahnik,embroidered Maysale 70mm mules,$675,See all sizes,https://cdn-images.farfetch-contents.com/16/26/26/50/16262650_33894749_480.jpg
8889,,BY FAR,Rodina low-top sneakers,$356,See all sizes,https://cdn-images.farfetch-contents.com/16/68/13/28/16681328_36470194_480.jpg
8890,,Gucci,Tiger Head ankle boots,"$1,150",See all sizes,https://cdn-images.farfetch-contents.com/15/37/82/03/15378203_29965931_480.jpg
8891,New Season,LIU JO,panelled colour block sneakers ,$205,See all sizes,https://cdn-images.farfetch-contents.com/17/70/35/15/17703515_37162346_480.jpg
8892,New Season,Y-3,Shiku Run lace-up sneakers,$338,See all sizes,https://cdn-images.farfetch-contents.com/17/86/14/50/17861450_37755003_480.jpg
8893,,Alexander McQueen,lug sole loafers,$850,See all sizes,https://cdn-images.farfetch-contents.com/17/28/44/09/17284409_35380353_480.jpg
8894,,Suicoke,Urich touch-strap sandals,$110,See all sizes,https://cdn-images.farfetch-contents.com/16/66/03/95/16660395_32694137_480.jpg
8895,Final Sale,AZ FACTORY,Pointy Sneaks sneakers,$601,See all sizes,https://cdn-images.farfetch-contents.com/16/89/93/40/16899340_33851208_480.jpg
8896,New Season,Castañer,lace-up wedge espadrilles,$116,See all sizes,https://cdn-images.farfetch-contents.com/17/85/06/20/17850620_37695996_480.jpg
8897,,Senso,Veronica I leather boots,$279,See all sizes,https://cdn-images.farfetch-contents.com/17/08/41/41/17084141_35291373_480.jpg
8898,New Season,Castañer,platform suede espadrilles,$116,See all sizes,https://cdn-images.farfetch-contents.com/17/85/62/94/17856294_37571830_480.jpg
8899,,K. Jacques,Homer strappy sandals,$227,See all sizes,https://cdn-images.farfetch-contents.com/11/84/33/62/11843362_8744848_480.jpg
8900,New Season,Jimmy Choo,Oriel crystal-embellished boots ,"$1,295",See all sizes,https://cdn-images.farfetch-contents.com/17/72/04/13/17720413_37155089_480.jpg
8901,,Castañer,Carina wedge-heel espadrilles,$232,See all sizes,https://cdn-images.farfetch-contents.com/16/65/93/31/16659331_32634752_480.jpg
8902,,Senso,Frederick II leather boots,$257,See all sizes,https://cdn-images.farfetch-contents.com/17/03/15/55/17031555_35290693_480.jpg
8903,New Season,Senso,Trina II low-heel sandals,$156,See all sizes,https://cdn-images.farfetch-contents.com/17/47/32/29/17473229_37087669_480.jpg
8904,New Season,Converse,All Star hi-top sneakers,$158,See all sizes,https://cdn-images.farfetch-contents.com/17/77/11/67/17771167_37552940_480.jpg
8905,,R13,Double Stack Chelsea Boots,"$1,075",See all sizes,https://cdn-images.farfetch-contents.com/16/42/44/34/16424434_34780606_480.jpg
8906,,Via Roma 15,fringe-detail boots,$452,See all sizes,https://cdn-images.farfetch-contents.com/16/84/49/59/16844959_33581121_480.jpg
8907,,Diesel,D-Texanne leather ankle boots,$350,See all sizes,https://cdn-images.farfetch-contents.com/17/61/45/84/17614584_36660965_480.jpg
8908,,Giuliano Galiano,Amanda pointed-toe satin pumps,$304,See all sizes,https://cdn-images.farfetch-contents.com/16/74/83/92/16748392_33215388_480.jpg
8909,,Kenzo,leather lace-up trainers,$340,See all sizes,https://cdn-images.farfetch-contents.com/16/18/96/14/16189614_30872412_480.jpg
8910,,BY FAR,Lada lace-up ankle boots,$570,See all sizes,https://cdn-images.farfetch-contents.com/17/40/86/25/17408625_36002741_480.jpg
8911,,Jimmy Choo,Matty 85mm stud-embellished sandals,$850,See all sizes,https://cdn-images.farfetch-contents.com/16/26/20/82/16262082_31214741_480.jpg
8912,,Marsèll,Alluce slip-on leather loafers,$995,See all sizes,https://cdn-images.farfetch-contents.com/16/64/42/90/16644290_32633857_480.jpg
8913,,Salvatore Ferragamo,Vara Bow ballerina shoes,$650,See all sizes,https://cdn-images.farfetch-contents.com/13/61/59/55/13615955_21590365_480.jpg
8914,New Season,Casadei,Jelly crystal-embellished sandals,$334,See all sizes,https://cdn-images.farfetch-contents.com/17/72/49/48/17724948_37362278_480.jpg
8915,New Season,Scarosso,x Paula Cademartori leather sandals ,$375,See all sizes,https://cdn-images.farfetch-contents.com/17/01/57/27/17015727_34049087_480.jpg
8916,New Season,Love Moschino,Love applique low-top sneakers,$255,See all sizes,https://cdn-images.farfetch-contents.com/17/80/42/68/17804268_37485495_480.jpg
8917,,Castañer,Bromelia espadrille wedge sandals,$168,See all sizes,https://cdn-images.farfetch-contents.com/16/70/15/58/16701558_32700284_480.jpg
8918,New Season,Casadei,Jelly crystal-embellished sandals,$194,See all sizes,https://cdn-images.farfetch-contents.com/17/81/54/94/17815494_37480415_480.jpg
8919,,Proenza Schouler,snakeskin-effect round-toe ankle boots,$995,See all sizes,https://cdn-images.farfetch-contents.com/15/59/41/98/15594198_30002486_480.jpg
8920,,Alexander McQueen,crocodile-effect leather sneakers ,$740,See all sizes,https://cdn-images.farfetch-contents.com/17/86/32/39/17863239_37738200_480.jpg
8921,,3.1 Phillip Lim,Alexa 70mm boots,$525,See all sizes,https://cdn-images.farfetch-contents.com/13/75/89/77/13758977_20590441_480.jpg
8922,,Giuseppe Zanotti,Signature slides,$280,See all sizes,https://cdn-images.farfetch-contents.com/13/81/94/62/13819462_21671921_480.jpg
8923,New Season,Nike,Zoom Winflo 6 low-top sneakers,$114,See all sizes,https://cdn-images.farfetch-contents.com/17/74/09/86/17740986_37241595_480.jpg
8924,,Jimmy Choo,Rose 45mm ankle boots,$900,See all sizes,https://cdn-images.farfetch-contents.com/17/33/65/36/17336536_36736623_480.jpg
8925,Exclusive,Salvatore Ferragamo,Vara 30mm upcycled printed pumps,$895,See all sizes,https://cdn-images.farfetch-contents.com/17/44/04/18/17440418_36248501_480.jpg
8926,New Season,Alexandre Vauthier,pointed-toe calf boots,$845,See all sizes,https://cdn-images.farfetch-contents.com/17/67/03/51/17670351_36960338_480.jpg
8927,,Paloma Barceló,ridged-sole cross-strap sandals,$243,See all sizes,https://cdn-images.farfetch-contents.com/16/42/04/61/16420461_31713232_480.jpg
8928,,Balmain,  BALMAIN B LT SNKR LCUP MNOGRM KNT SDE  ,$695,See all sizes,https://cdn-images.farfetch-contents.com/16/95/76/15/16957615_36583049_480.jpg
8929,New Season,Schutz,metallic open-toe sandals,$166,See all sizes,https://cdn-images.farfetch-contents.com/17/58/66/14/17586614_37375666_480.jpg
8930,New Season,MM6 Maison Margiela,knotted strap flatform sandals,$525,See all sizes,https://cdn-images.farfetch-contents.com/17/88/55/48/17885548_37668443_480.jpg
8931,New Season,Alexander McQueen,Scuba 85 boots,"$1,090",See all sizes,https://cdn-images.farfetch-contents.com/17/81/15/85/17811585_37480602_480.jpg
8932,Final Sale,Dsquared2,Icon sneakers,$745,See all sizes,https://cdn-images.farfetch-contents.com/17/16/72/05/17167205_34805286_480.jpg
8933,,3.1 Phillip Lim,Kyoto stretch boots,$795,See all sizes,https://cdn-images.farfetch-contents.com/13/57/03/00/13570300_20846850_480.jpg
8934,New Season,Chie Mihara,Beya leather sandals,$259,See all sizes,https://cdn-images.farfetch-contents.com/17/65/14/78/17651478_36860471_480.jpg
8935,,RED(V),85mm bow-embellished sandals,$548,See all sizes,https://cdn-images.farfetch-contents.com/16/43/90/38/16439038_32060590_480.jpg
8936,New Season,Stuart Weitzman,Palmer Sleek leather loafers,$453,See all sizes,https://cdn-images.farfetch-contents.com/17/69/57/77/17695777_37260456_480.jpg
8937,,Rejina Pyo,square toe penny loafers ,$535,See all sizes,https://cdn-images.farfetch-contents.com/17/27/73/77/17277377_35655664_480.jpg
